,zone,time,MAC,dust,superdust,tvoc,temp,humid
888,미래형 자동차3,2022-02-18T18:00:00.000Z,228698495477208,36,40,1393.0,1,53
889,R&D 연구시설단지,2022-02-18T18:00:00.000Z,229798007104984,31,39,1518.0,0,52
890,주거단지,2022-02-18T19:00:00.000Z,225399960593880,42,53,,1,49
891,미래형 자동차1,2022-02-18T19:00:00.000Z,226499472221656,24,30,1782.0,1,51
892,미래형 자동차2,2022-02-18T19:00:00.000Z,227598983849432,41,51,1378.0,1,51
893,미래형 자동차3,2022-02-18T19:00:00.000Z,228698495477208,38,45,1514.0,1,51
894,R&D 연구시설단지,2022-02-18T19:00:00.000Z,229798007104984,31,40,1657.0,1,50
895,주거단지,2022-02-18T20:00:00.000Z,225399960593880,41,53,1826.0,1,49
896,미래형 자동차1,2022-02-18T20:00:00.000Z,226499472221656,21,27,957.0,1,53
897,미래형 자동차2,2022-02-18T20:00:00.000Z,227598983849432,40,50,1372.0,1,52
898,미래형 자동차3,2022-02-18T20:00:00.000Z,228698495477208,37,42,1460.0,1,52
899,R&D 연구시설단지,2022-02-18T20:00:00.000Z,229798007104984,30,38,1597.0,1,48
900,주거단지,2022-02-18T21:00:00.000Z,225399960593880,40,51,1529.0,1,48
901,미래형 자동차1,2022-02-18T21:00:00.000Z,226499472221656,23,29,653.0,1,52
902,미래형 자동차2,2022-02-18T21:00:00.000Z,227598983849432,38,46,1255.0,1,51
903,미래형 자동차3,2022-02-18T21:00:00.000Z,228698495477208,39,44,1416.0,1,51
904,R&D 연구시설단지,2022-02-18T21:00:00.000Z,229798007104984,29,37,1585.0,1,50
905,주거단지,2022-02-18T22:00:00.000Z,225399960593880,49,63,,1,49
906,미래형 자동차1,2022-02-18T22:00:00.000Z,226499472221656,24,31,1494.0,1,53
907,미래형 자동차2,2022-02-18T22:00:00.000Z,227598983849432,43,54,1401.0,1,51
908,미래형 자동차3,2022-02-18T22:00:00.000Z,228698495477208,43,52,1600.0,1,52
909,R&D 연구시설단지,2022-02-18T22:00:00.000Z,229798007104984,32,41,1712.0,1,49
910,주거단지,2022-02-18T23:00:00.000Z,225399960593880,45,58,1738.0,2,48
911,미래형 자동차1,2022-02-18T23:00:00.000Z,226499472221656,24,30,1111.0,4,47
912,미래형 자동차2,2022-02-18T23:00:00.000Z,227598983849432,43,54,1369.0,4,46
913,미래형 자동차3,2022-02-18T23:00:00.000Z,228698495477208,42,51,1469.0,4,46
914,R&D 연구시설단지,2022-02-18T23:00:00.000Z,229798007104984,36,46,,3,46
915,주거단지,2022-02-19T00:00:00.000Z,225399960593880,48,62,1745.0,3,45
916,미래형 자동차1,2022-02-19T00:00:00.000Z,226499472221656,32,41,984.0,4,42
917,미래형 자동차2,2022-02-19T00:00:00.000Z,227598983849432,49,62,1472.0,5,41
918,미래형 자동차3,2022-02-19T00:00:00.000Z,228698495477208,45,56,1532.0,5,42
919,R&D 연구시설단지,2022-02-19T00:00:00.000Z,229798007104984,39,51,1972.0,5,40
920,주거단지,2022-02-19T01:00:00.000Z,225399960593880,50,64,1580.0,5,36
921,미래형 자동차1,2022-02-19T01:00:00.000Z,226499472221656,33,43,900.0,6,37
922,미래형 자동차2,2022-02-19T01:00:00.000Z,227598983849432,50,63,1328.0,6,37
923,미래형 자동차3,2022-02-19T01:00:00.000Z,228698495477208,46,57,1358.0,5,38
924,R&D 연구시설단지,2022-02-19T01:00:00.000Z,229798007104984,41,52,1699.0,5,36
925,주거단지,2022-02-19T02:00:00.000Z,225399960593880,44,55,1018.0,7,32
926,미래형 자동차1,2022-02-19T02:00:00.000Z,226499472221656,27,35,283.0,7,33
927,미래형 자동차2,2022-02-19T02:00:00.000Z,227598983849432,43,53,879.0,7,33
928,미래형 자동차3,2022-02-19T02:00:00.000Z,228698495477208,40,49,894.0,6,34
929,R&D 연구시설단지,2022-02-19T02:00:00.000Z,229798007104984,33,42,935.0,7,32
930,주거단지,2022-02-19T03:00:00.000Z,225399960593880,45,56,857.0,7,34
931,미래형 자동차1,2022-02-19T03:00:00.000Z,226499472221656,29,37,212.0,8,35
932,미래형 자동차2,2022-02-19T03:00:00.000Z,227598983849432,44,54,919.0,8,35
933,미래형 자동차3,2022-02-19T03:00:00.000Z,228698495477208,42,50,836.0,7,36
934,R&D 연구시설단지,2022-02-19T03:00:00.000Z,229798007104984,37,48,278.0,8,34
935,주거단지,2022-02-19T04:00:00.000Z,225399960593880,41,51,566.0,8,34
936,미래형 자동차1,2022-02-19T04:00:00.000Z,226499472221656,27,34,218.0,8,36
937,미래형 자동차2,2022-02-19T04:00:00.000Z,227598983849432,41,50,864.0,8,35
938,미래형 자동차3,2022-02-19T04:00:00.000Z,228698495477208,39,46,694.0,7,37
939,R&D 연구시설단지,2022-02-19T04:00:00.000Z,229798007104984,34,43,185.0,8,35
940,주거단지,2022-02-19T05:00:00.000Z,225399960593880,33,38,420.0,9,29
941,미래형 자동차1,2022-02-19T05:00:00.000Z,226499472221656,21,27,199.0,9,31
942,미래형 자동차2,2022-02-19T05:00:00.000Z,227598983849432,32,37,816.0,9,32
943,미래형 자동차3,2022-02-19T05:00:00.000Z,228698495477208,30,33,666.0,8,33
944,R&D 연구시설단지,2022-02-19T05:00:00.000Z,229798007104984,26,34,161.0,9,31
945,주거단지,2022-02-19T06:00:00.000Z,225399960593880,36,43,488.0,8,25
946,미래형 자동차1,2022-02-19T06:00:00.000Z,226499472221656,23,29,209.0,8,27
947,미래형 자동차2,2022-02-19T06:00:00.000Z,227598983849432,34,41,845.0,8,27
948,미래형 자동차3,2022-02-19T06:00:00.000Z,228698495477208,32,37,698.0,8,27
949,R&D 연구시설단지,2022-02-19T06:00:00.000Z,229798007104984,29,36,178.0,8,25
950,주거단지,2022-02-19T07:00:00.000Z,225399960593880,45,57,389.0,7,31
951,미래형 자동차1,2022-02-19T07:00:00.000Z,226499472221656,32,41,223.0,7,32
952,미래형 자동차2,2022-02-19T07:00:00.000Z,227598983849432,43,54,875.0,7,32
953,미래형 자동차3,2022-02-19T07:00:00.000Z,228698495477208,42,50,712.0,7,32
954,R&D 연구시설단지,2022-02-19T07:00:00.000Z,229798007104984,46,59,183.0,7,30
955,주거단지,2022-02-19T08:00:00.000Z,225399960593880,45,57,456.0,6,37
956,미래형 자동차1,2022-02-19T08:00:00.000Z,226499472221656,32,41,223.0,6,38
957,미래형 자동차2,2022-02-19T08:00:00.000Z,227598983849432,44,55,909.0,6,38
958,미래형 자동차3,2022-02-19T08:00:00.000Z,228698495477208,42,51,780.0,6,38
959,R&D 연구시설단지,2022-02-19T08:00:00.000Z,229798007104984,48,61,197.0,6,37
960,주거단지,2022-02-19T09:00:00.000Z,225399960593880,45,57,470.0,5,40
961,미래형 자동차1,2022-02-19T09:00:00.000Z,226499472221656,30,39,248.0,5,42
962,미래형 자동차2,2022-02-19T09:00:00.000Z,227598983849432,43,53,895.0,5,42
963,미래형 자동차3,2022-02-19T09:00:00.000Z,228698495477208,41,50,805.0,5,42
964,R&D 연구시설단지,2022-02-19T09:00:00.000Z,229798007104984,47,60,192.0,5,40
965,주거단지,2022-02-19T10:00:00.000Z,225399960593880,46,58,498.0,4,44
966,미래형 자동차1,2022-02-19T10:00:00.000Z,226499472221656,30,38,244.0,4,45
967,미래형 자동차2,2022-02-19T10:00:00.000Z,227598983849432,44,55,960.0,4,46
968,미래형 자동차3,2022-02-19T10:00:00.000Z,228698495477208,42,52,904.0,4,46
969,R&D 연구시설단지,2022-02-19T10:00:00.000Z,229798007104984,50,64,204.0,4,44
970,주거단지,2022-02-19T11:00:00.000Z,225399960593880,49,62,498.0,3,51
971,미래형 자동차1,2022-02-19T11:00:00.000Z,226499472221656,32,41,246.0,3,52
972,미래형 자동차2,2022-02-19T11:00:00.000Z,227598983849432,47,60,980.0,3,53
973,미래형 자동차3,2022-02-19T11:00:00.000Z,228698495477208,46,57,851.0,3,52
974,R&D 연구시설단지,2022-02-19T11:00:00.000Z,229798007104984,58,74,211.0,3,50
975,주거단지,2022-02-19T12:00:00.000Z,225399960593880,53,67,400.0,3,52
976,미래형 자동차1,2022-02-19T12:00:00.000Z,226499472221656,36,46,245.0,2,54
977,미래형 자동차2,2022-02-19T12:00:00.000Z,227598983849432,52,66,961.0,2,54
978,미래형 자동차3,2022-02-19T12:00:00.000Z,228698495477208,50,62,849.0,3,54
979,R&D 연구시설단지,2022-02-19T12:00:00.000Z,229798007104984,64,82,209.0,2,52
980,주거단지,2022-02-19T13:00:00.000Z,225399960593880,53,67,423.0,2,51
981,미래형 자동차1,2022-02-19T13:00:00.000Z,226499472221656,36,46,236.0,2,53
982,미래형 자동차2,2022-02-19T13:00:00.000Z,227598983849432,52,66,981.0,2,53
983,미래형 자동차3,2022-02-19T13:00:00.000Z,228698495477208,50,61,852.0,2,53
984,R&D 연구시설단지,2022-02-19T13:00:00.000Z,229798007104984,59,75,243.0,2,51
985,주거단지,2022-02-19T14:00:00.000Z,225399960593880,52,66,460.0,2,51
986,미래형 자동차1,2022-02-19T14:00:00.000Z,226499472221656,35,45,244.0,2,55
987,미래형 자동차2,2022-02-19T14:00:00.000Z,227598983849432,51,66,1026.0,2,54
988,미래형 자동차3,2022-02-19T14:00:00.000Z,228698495477208,49,60,917.0,2,53
989,R&D 연구시설단지,2022-02-19T14:00:00.000Z,229798007104984,53,69,246.0,2,52
990,주거단지,2022-02-19T15:00:00.000Z,225399960593880,50,63,409.0,2,50
991,미래형 자동차1,2022-02-19T15:00:00.000Z,226499472221656,35,45,239.0,1,57
992,미래형 자동차2,2022-02-19T15:00:00.000Z,227598983849432,51,66,1022.0,1,56
993,미래형 자동차3,2022-02-19T15:00:00.000Z,228698495477208,47,58,898.0,1,53
994,R&D 연구시설단지,2022-02-19T15:00:00.000Z,229798007104984,55,71,335.0,1,55
995,주거단지,2022-02-19T16:00:00.000Z,225399960593880,39,48,303.0,0,50
996,미래형 자동차1,2022-02-19T16:00:00.000Z,226499472221656,22,28,237.0,0,52
997,미래형 자동차2,2022-02-19T16:00:00.000Z,227598983849432,39,47,875.0,0,53
998,미래형 자동차3,2022-02-19T16:00:00.000Z,228698495477208,35,41,681.0,0,53
999,R&D 연구시설단지,2022-02-19T16:00:00.000Z,229798007104984,40,51,259.0,0,51
1000,주거단지,2022-02-19T17:00:00.000Z,225399960593880,18,20,282.0,-1,41
1001,미래형 자동차1,2022-02-19T17:00:00.000Z,226499472221656,13,16,233.0,-2,44
1002,미래형 자동차2,2022-02-19T17:00:00.000Z,227598983849432,16,19,852.0,-2,43
1003,미래형 자동차3,2022-02-19T17:00:00.000Z,228698495477208,14,15,704.0,-2,43
1004,R&D 연구시설단지,2022-02-19T17:00:00.000Z,229798007104984,19,24,208.0,-2,41
1005,주거단지,2022-02-19T18:00:00.000Z,225399960593880,17,20,331.0,-2,43
1006,미래형 자동차1,2022-02-19T18:00:00.000Z,226499472221656,12,15,234.0,-3,46
1007,미래형 자동차2,2022-02-19T18:00:00.000Z,227598983849432,15,17,919.0,-3,46
1008,미래형 자동차3,2022-02-19T18:00:00.000Z,228698495477208,14,15,760.0,-3,45
1009,R&D 연구시설단지,2022-02-19T18:00:00.000Z,229798007104984,18,23,189.0,-3,44
1010,주거단지,2022-02-19T19:00:00.000Z,225399960593880,17,20,308.0,-3,44
1011,미래형 자동차1,2022-02-19T19:00:00.000Z,226499472221656,13,16,230.0,-3,48
1012,미래형 자동차2,2022-02-19T19:00:00.000Z,227598983849432,16,18,917.0,-3,47
1013,미래형 자동차3,2022-02-19T19:00:00.000Z,228698495477208,14,15,784.0,-3,46
1014,R&D 연구시설단지,2022-02-19T19:00:00.000Z,229798007104984,19,24,199.0,-3,46
1015,주거단지,2022-02-19T20:00:00.000Z,225399960593880,21,26,276.0,-4,45
1016,미래형 자동차1,2022-02-19T20:00:00.000Z,226499472221656,13,17,240.0,-4,47
1017,미래형 자동차2,2022-02-19T20:00:00.000Z,227598983849432,19,23,881.0,-4,47
1018,미래형 자동차3,2022-02-19T20:00:00.000Z,228698495477208,18,19,676.0,-4,46
1019,R&D 연구시설단지,2022-02-19T20:00:00.000Z,229798007104984,25,31,209.0,-4,45
1020,주거단지,2022-02-19T21:00:00.000Z,225399960593880,26,32,238.0,-4,46
1021,미래형 자동차1,2022-02-19T21:00:00.000Z,226499472221656,15,19,243.0,-4,48
1022,미래형 자동차2,2022-02-19T21:00:00.000Z,227598983849432,24,28,853.0,-4,48
1023,미래형 자동차3,2022-02-19T21:00:00.000Z,228698495477208,21,23,614.0,-4,47
1024,R&D 연구시설단지,2022-02-19T21:00:00.000Z,229798007104984,29,38,211.0,-4,46
1025,주거단지,2022-02-19T22:00:00.000Z,225399960593880,31,37,203.0,-4,47
1026,미래형 자동차1,2022-02-19T22:00:00.000Z,226499472221656,16,21,242.0,-4,48
1027,미래형 자동차2,2022-02-19T22:00:00.000Z,227598983849432,28,32,791.0,-4,48
1028,미래형 자동차3,2022-02-19T22:00:00.000Z,228698495477208,25,28,457.0,-4,48
1029,R&D 연구시설단지,2022-02-19T22:00:00.000Z,229798007104984,33,42,217.0,-4,46
1030,주거단지,2022-02-19T23:00:00.000Z,225399960593880,32,39,197.0,-3,45
1031,미래형 자동차1,2022-02-19T23:00:00.000Z,226499472221656,17,22,241.0,-1,40
1032,미래형 자동차2,2022-02-19T23:00:00.000Z,227598983849432,29,33,748.0,-1,40
1033,미래형 자동차3,2022-02-19T23:00:00.000Z,228698495477208,26,28,494.0,-1,41
1034,R&D 연구시설단지,2022-02-19T23:00:00.000Z,229798007104984,31,40,226.0,-2,40
1035,주거단지,2022-02-20T00:00:00.000Z,225399960593880,33,40,234.0,0,35
1036,미래형 자동차1,2022-02-20T00:00:00.000Z,226499472221656,19,24,244.0,2,31
1037,미래형 자동차2,2022-02-20T00:00:00.000Z,227598983849432,30,35,723.0,2,30
1038,미래형 자동차3,2022-02-20T00:00:00.000Z,228698495477208,27,30,641.0,2,31
1039,R&D 연구시설단지,2022-02-20T00:00:00.000Z,229798007104984,30,39,260.0,0,32
1040,주거단지,2022-02-20T01:00:00.000Z,225399960593880,30,35,350.0,2,24
1041,미래형 자동차1,2022-02-20T01:00:00.000Z,226499472221656,18,23,250.0,3,25
1042,미래형 자동차2,2022-02-20T01:00:00.000Z,227598983849432,27,31,714.0,3,24
1043,미래형 자동차3,2022-02-20T01:00:00.000Z,228698495477208,25,27,781.0,2,26
1044,R&D 연구시설단지,2022-02-20T01:00:00.000Z,229798007104984,29,37,252.0,0,27
1045,주거단지,2022-02-20T02:00:00.000Z,225399960593880,23,26,437.0,5,20
1046,미래형 자동차1,2022-02-20T02:00:00.000Z,226499472221656,16,20,260.0,3,22
1047,미래형 자동차2,2022-02-20T02:00:00.000Z,227598983849432,22,25,707.0,4,21
1048,미래형 자동차3,2022-02-20T02:00:00.000Z,228698495477208,19,21,829.0,2,22
1049,R&D 연구시설단지,2022-02-20T02:00:00.000Z,229798007104984,25,32,249.0,1,23
1050,주거단지,2022-02-20T03:00:00.000Z,225399960593880,21,24,503.0,6,18
1051,미래형 자동차1,2022-02-20T03:00:00.000Z,226499472221656,15,19,251.0,3,21
1052,미래형 자동차2,2022-02-20T03:00:00.000Z,227598983849432,20,23,692.0,5,20
1053,미래형 자동차3,2022-02-20T03:00:00.000Z,228698495477208,18,19,845.0,3,21
1054,R&D 연구시설단지,2022-02-20T03:00:00.000Z,229798007104984,23,29,254.0,2,21
1055,주거단지,2022-02-20T04:00:00.000Z,225399960593880,17,19,576.0,8,16
1056,미래형 자동차1,2022-02-20T04:00:00.000Z,226499472221656,14,18,255.0,5,19
1057,미래형 자동차2,2022-02-20T04:00:00.000Z,227598983849432,16,18,671.0,4,18
1058,미래형 자동차3,2022-02-20T04:00:00.000Z,228698495477208,14,15,923.0,3,19
1059,R&D 연구시설단지,2022-02-20T04:00:00.000Z,229798007104984,20,26,257.0,3,19
1060,주거단지,2022-02-20T05:00:00.000Z,225399960593880,15,18,572.0,9,15
1061,미래형 자동차1,2022-02-20T05:00:00.000Z,226499472221656,13,17,246.0,5,18
1062,미래형 자동차2,2022-02-20T05:00:00.000Z,227598983849432,15,17,675.0,4,18
1063,미래형 자동차3,2022-02-20T05:00:00.000Z,228698495477208,13,14,891.0,3,18
1064,R&D 연구시설단지,2022-02-20T05:00:00.000Z,229798007104984,19,24,267.0,3,18
1065,주거단지,2022-02-20T06:00:00.000Z,225399960593880,12,14,659.0,4,14
1066,미래형 자동차1,2022-02-20T06:00:00.000Z,226499472221656,12,15,250.0,4,16
1067,미래형 자동차2,2022-02-20T06:00:00.000Z,227598983849432,11,12,624.0,4,15
1068,미래형 자동차3,2022-02-20T06:00:00.000Z,228698495477208,9,10,974.0,3,16
1069,R&D 연구시설단지,2022-02-20T06:00:00.000Z,229798007104984,16,21,277.0,3,15
1070,주거단지,2022-02-20T07:00:00.000Z,225399960593880,13,15,584.0,3,14
1071,미래형 자동차1,2022-02-20T07:00:00.000Z,226499472221656,12,15,258.0,3,16
1072,미래형 자동차2,2022-02-20T07:00:00.000Z,227598983849432,11,12,617.0,3,15
1073,미래형 자동차3,2022-02-20T07:00:00.000Z,228698495477208,9,11,941.0,3,15
1074,R&D 연구시설단지,2022-02-20T07:00:00.000Z,229798007104984,17,21,264.0,3,14
1075,주거단지,2022-02-20T08:00:00.000Z,225399960593880,14,17,346.0,2,16
1076,미래형 자동차1,2022-02-20T08:00:00.000Z,226499472221656,12,15,254.0,2,17
1077,미래형 자동차2,2022-02-20T08:00:00.000Z,227598983849432,12,14,616.0,2,16
1078,미래형 자동차3,2022-02-20T08:00:00.000Z,228698495477208,10,12,744.0,2,16
1079,R&D 연구시설단지,2022-02-20T08:00:00.000Z,229798007104984,17,21,284.0,3,15
1080,주거단지,2022-02-20T09:00:00.000Z,225399960593880,13,16,340.0,1,17
1081,미래형 자동차1,2022-02-20T09:00:00.000Z,226499472221656,12,15,251.0,1,18
1082,미래형 자동차2,2022-02-20T09:00:00.000Z,227598983849432,12,14,646.0,1,18
1083,미래형 자동차3,2022-02-20T09:00:00.000Z,228698495477208,11,11,766.0,1,18
1084,R&D 연구시설단지,2022-02-20T09:00:00.000Z,229798007104984,17,22,301.0,1,17
1085,주거단지,2022-02-20T10:00:00.000Z,225399960593880,13,16,299.0,1,18
1086,미래형 자동차1,2022-02-20T10:00:00.000Z,226499472221656,12,15,245.0,0,20
1087,미래형 자동차2,2022-02-20T10:00:00.000Z,227598983849432,11,13,664.0,0,19
1088,미래형 자동차3,2022-02-20T10:00:00.000Z,228698495477208,10,11,759.0,1,19
1089,R&D 연구시설단지,2022-02-20T10:00:00.000Z,229798007104984,17,22,277.0,0,19
1090,주거단지,2022-02-20T11:00:00.000Z,225399960593880,14,17,270.0,0,21
1091,미래형 자동차1,2022-02-20T11:00:00.000Z,226499472221656,13,16,254.0,-1,24
1092,미래형 자동차2,2022-02-20T11:00:00.000Z,227598983849432,13,15,724.0,-1,22
1093,미래형 자동차3,2022-02-20T11:00:00.000Z,228698495477208,11,12,706.0,0,22
1094,R&D 연구시설단지,2022-02-20T11:00:00.000Z,229798007104984,18,23,292.0,-2,25
1095,주거단지,2022-02-20T12:00:00.000Z,225399960593880,15,18,240.0,-1,25
1096,미래형 자동차1,2022-02-20T12:00:00.000Z,226499472221656,13,16,250.0,-2,28
1097,미래형 자동차2,2022-02-20T12:00:00.000Z,227598983849432,13,15,739.0,-1,26
1098,미래형 자동차3,2022-02-20T12:00:00.000Z,228698495477208,11,13,594.0,-1,26
1099,R&D 연구시설단지,2022-02-20T12:00:00.000Z,229798007104984,19,24,302.0,-1,25
1100,주거단지,2022-02-20T13:00:00.000Z,225399960593880,16,19,240.0,-1,26
1101,미래형 자동차1,2022-02-20T13:00:00.000Z,226499472221656,13,16,250.0,-3,30
1102,미래형 자동차2,2022-02-20T13:00:00.000Z,227598983849432,14,17,767.0,-2,28
1103,미래형 자동차3,2022-02-20T13:00:00.000Z,228698495477208,12,13,584.0,-1,27
1104,R&D 연구시설단지,2022-02-20T13:00:00.000Z,229798007104984,19,24,325.0,-3,32
1105,주거단지,2022-02-20T14:00:00.000Z,225399960593880,18,22,186.0,-2,27
1106,미래형 자동차1,2022-02-20T14:00:00.000Z,226499472221656,13,16,250.0,-3,31
1107,미래형 자동차2,2022-02-20T14:00:00.000Z,227598983849432,15,17,751.0,-2,29
1108,미래형 자동차3,2022-02-20T14:00:00.000Z,228698495477208,13,15,568.0,-2,29
1109,R&D 연구시설단지,2022-02-20T14:00:00.000Z,229798007104984,21,26,302.0,-2,29
1110,주거단지,2022-02-20T15:00:00.000Z,225399960593880,16,20,185.0,-2,38
1111,미래형 자동차1,2022-02-20T15:00:00.000Z,226499472221656,13,16,249.0,-3,40
1112,미래형 자동차2,2022-02-20T15:00:00.000Z,227598983849432,14,17,812.0,-2,40
1113,미래형 자동차3,2022-02-20T15:00:00.000Z,228698495477208,13,14,578.0,-2,40
1114,R&D 연구시설단지,2022-02-20T15:00:00.000Z,229798007104984,20,25,211.0,-2,38
1115,주거단지,2022-02-20T16:00:00.000Z,225399960593880,17,21,204.0,-2,40
1116,미래형 자동차1,2022-02-20T16:00:00.000Z,226499472221656,13,16,242.0,-3,43
1117,미래형 자동차2,2022-02-20T16:00:00.000Z,227598983849432,16,18,887.0,-3,42
1118,미래형 자동차3,2022-02-20T16:00:00.000Z,228698495477208,14,15,624.0,-2,41
1119,R&D 연구시설단지,2022-02-20T16:00:00.000Z,229798007104984,20,25,205.0,-3,41
1120,주거단지,2022-02-20T17:00:00.000Z,225399960593880,17,21,199.0,-3,41
1121,미래형 자동차1,2022-02-20T17:00:00.000Z,226499472221656,13,16,248.0,-3,46
1122,미래형 자동차2,2022-02-20T17:00:00.000Z,227598983849432,16,19,899.0,-3,43
1123,미래형 자동차3,2022-02-20T17:00:00.000Z,228698495477208,14,16,563.0,-3,43
1124,R&D 연구시설단지,2022-02-20T17:00:00.000Z,229798007104984,20,26,216.0,-4,44
1125,주거단지,2022-02-20T18:00:00.000Z,225399960593880,19,22,240.0,-3,47
1126,미래형 자동차1,2022-02-20T18:00:00.000Z,226499472221656,14,18,235.0,-4,49
1127,미래형 자동차2,2022-02-20T18:00:00.000Z,227598983849432,18,21,981.0,-4,49
1128,미래형 자동차3,2022-02-20T18:00:00.000Z,228698495477208,15,17,643.0,-3,48
1129,R&D 연구시설단지,2022-02-20T18:00:00.000Z,229798007104984,20,26,228.0,-4,50
1130,주거단지,2022-02-20T19:00:00.000Z,225399960593880,21,26,312.0,-4,50
1131,미래형 자동차1,2022-02-20T19:00:00.000Z,226499472221656,14,18,249.0,-5,53
